CON_ID,	CLI_ID
1000, 0050
1000, 0051
1000, 0052
1000, 0053
1000, 0054
1000, 0055
1000, 0056
1000, 0057
1000, 0058
1000, 0059
1000, 0060
1000, 0061
1000, 0062
1000, 0063
1000, 0064
1000, 0065
1000, 0066
1000, 0067
1000, 0068
1000, 0069
1000, 0070
1000, 0071
1000, 0072
1000, 0073
1000, 0074
1000, 0075
1000, 0076
1000, 0077
1000, 0078
1000, 0079
1000, 0080
1000, 0081
1000, 0082
1000, 0083
1000, 0084
1000, 0085
1000, 0086
1000, 0087
1000, 0088
1000, 0089
1000, 0090
1000, 0091
1000, 0092
1000, 0093
1000, 0094
1000, 0095
1000, 0096
1000, 0097
1000, 0098
1000, 0099
1000, 0100
1000, 0101
1000, 0102
1000, 0103
1000, 0104
1000, 0105
1000, 0106
1000, 0107
1000, 0108
1000, 0109
1000, 0110
1000, 0111
1000, 0112
1000, 0113
1000, 0114
1000, 0115
1000, 0116
1000, 0117
1000, 0118
1000, 0119
1000, 0120
1000, 0121
1000, 0122
1000, 0123
1000, 0124
1000, 0125
1000, 0126
1000, 0127
1000, 0128
1000, 0129
1000, 0130
1000, 0131
1000, 0132
1000, 0133
1000, 0134
1000, 0135
1000, 0136
1000, 0137
1000, 0138
1000, 0139
1000, 0140
1000, 0141
1000, 0142
1000, 0143
1000, 0144
1000, 0145
1000, 0146
1000, 0147
1000, 0148
1000, 0149
1000, 0150
1000, 0151
1000, 0152
1000, 0153
1000, 0154
1000, 0155
1000, 0156
1000, 0157
1000, 0158
1000, 0159
1000, 0160
1000, 0161
1000, 0162
1000, 0163
1000, 0164
1000, 0165
1000, 0166
1000, 0167
1000, 0168
1000, 0169
1000, 0170
1000, 0171
1000, 0172
1000, 0173
1000, 0174
1000, 0175
1000, 0176
1000, 0177
1000, 0178
1000, 0179
1000, 0180
1000, 0181
1000, 0182
1000, 0183
1000, 0184
1000, 0185
1000, 0186
1000, 0187
1000, 0188
1000, 0189
1000, 0190
1000, 0191
1000, 0192
1000, 0193
1000, 0194
1000, 0195
1000, 0196
1000, 0197
1000, 0198
1000, 0199
1000, 0200
1000, 0201
1000, 0202
1000, 0203
1000, 0204
1000, 0205
1000, 0206
1000, 0207
1000, 0208
1000, 0209
1000, 0210
1000, 0211
1000, 0212
1000, 0213
1000, 0214
1000, 0215
1000, 0216
1000, 0217
1000, 0218
1000, 0219
1000, 0220
1000, 0221
1000, 0222
1000, 0223
1000, 0224
1000, 0225
1000, 0226
1000, 0227
1000, 0228
1000, 0229
1000, 0230
1000, 0231
1000, 0232
1000, 0233
1000, 0234
1000, 0235
1000, 0236
1000, 0237
1000, 0238
1000, 0239
1000, 0240
1000, 0241
1000, 0242
1000, 0243
1000, 0244
1000, 0245
1000, 0246
1000, 0247
1000, 0248
1000, 0249
1000, 0250
1000, 0251
1000, 0252
1000, 0253
1000, 0254
1000, 0255
1000, 0256
1000, 0257
1000, 0258
1000, 0259
1000, 0260
1000, 0261
1000, 0262
1000, 0263
1000, 0264
1000, 0265
1000, 0266
1000, 0267
1000, 0268
1000, 0269
1000, 0270
1000, 0271
1000, 0272
1000, 0273
1000, 0274
1000, 0275
1000, 0276
1000, 0277
1000, 0278
1000, 0279
1000, 0280
1000, 0281
1000, 0282
1000, 0283
1000, 0284
1000, 0285
1000, 0286
1000, 0287
1000, 0288
1000, 0289
1000, 0290
1000, 0291
1000, 0292
1000, 0293
1000, 0294
1000, 0295
1000, 0296
1000, 0297
1000, 0298
1000, 0299
1000, 0300
1000, 0301
1000, 0302
1000, 0303
1000, 0304
1000, 0305
1000, 0306
1000, 0307
1000, 0308
1000, 0309
1000, 0310
1000, 0311
1000, 0312
1000, 0313
1000, 0314
1000, 0315
1000, 0316
1000, 0317
1000, 0318
1000, 0319
1000, 0320
1000, 0321
1000, 0322
1000, 0323
1000, 0324
1000, 0325
1000, 0326
1000, 0327
1000, 0328
1000, 0329
1000, 0330
1000, 0331
1000, 0332
1000, 0333
1000, 0334
1000, 0335
1000, 0336
1000, 0337
1000, 0338
1000, 0339
1000, 0340
1000, 0341
1000, 0342
1000, 0343
1000, 0344
1000, 0345
1000, 0346
1000, 0347
1000, 0348
1000, 0349
1000, 0350
1000, 0351
1000, 0352
1000, 0353
1000, 0354
1000, 0355
1000, 0356
1000, 0357
1000, 0358
1000, 0359
1000, 0360
1000, 0361
1000, 0362
1000, 0363
1000, 0364
1000, 0365
1000, 0366
1000, 0367
1000, 0368
1000, 0369
1000, 0370
1000, 0371
1000, 0372
1000, 0373
1000, 0374
1000, 0375
1000, 0376
1000, 0377
1000, 0378
1000, 0379
1000, 0380
1000, 0381
1000, 0382
1000, 0383
1000, 0384
1000, 0385
1000, 0386
1000, 0387
1000, 0388
1000, 0389
1000, 0390
1000, 0391
1000, 0392
1000, 0393
1000, 0394
1000, 0395
1000, 0396
1000, 0397
1000, 0398
1000, 0399
1000, 0400
1000, 0401
1000, 0402
1000, 0403
1000, 0404
1000, 0405
1000, 0406
1000, 0407
1000, 0408
1000, 0409
1000, 0410
1000, 0411
1000, 0412
1000, 0413
1000, 0414
1000, 0415
1000, 0416
1000, 0417
1000, 0418
1000, 0419
1000, 0420
1000, 0421
1000, 0422
1000, 0423
1000, 0424
1000, 0425
1000, 0426
1000, 0427
1000, 0428
1000, 0429
1000, 0430
1000, 0431
1000, 0432
1000, 0433
1000, 0434
1000, 0435
1000, 0436
1000, 0437
1000, 0438
1000, 0439
1000, 0440
1000, 0441
1000, 0442
1000, 0443
1000, 0444
1000, 0445
1000, 0446
1000, 0447
1000, 0448
1000, 0449
1000, 0450
1000, 0451
1000, 0452
1000, 0453
1000, 0454
1000, 0455
1000, 0456
1000, 0457
1000, 0458
1000, 0459
1000, 0460
1000, 0461
1000, 0462
1000, 0463
1000, 0464
1000, 0465
1000, 0466
1000, 0467
1000, 0468
1000, 0469
1000, 0470
1000, 0471
1000, 0472
1000, 0473
1000, 0474
1000, 0475
1000, 0476
1000, 0477
1000, 0478
1000, 0479
1000, 0480
1000, 0481
1000, 0482
1000, 0483
1000, 0484
1000, 0485
1000, 0486
1000, 0487
1000, 0488
1000, 0489
1000, 0490
1000, 0491
1000, 0492
1000, 0493
1000, 0494
1000, 0495
1000, 0496
1000, 0497
1000, 0498
1000, 0499
1000, 0500
1000, 0501
1000, 0502
1000, 0503
1000, 0504
1000, 0505
1000, 0506
1000, 0507
1000, 0508
1000, 0509
1000, 0510
1000, 0511
1000, 0512
1000, 0513
1000, 0514
1000, 0515
1000, 0516
1000, 0517
1000, 0518
1000, 0519
1000, 0520
1000, 0521
1000, 0522
1000, 0523
1000, 0524
1000, 0525
1000, 0526
1000, 0527
1000, 0528
1000, 0529
1000, 0530
1000, 0531
1000, 0532
1000, 0533
1000, 0534
1000, 0535
1000, 0536
1000, 0537
1000, 0538
1000, 0539
1000, 0540
1000, 0541
1000, 0542
1000, 0543
1000, 0544
1000, 0545
1000, 0546
1000, 0547
1000, 0548
1000, 0549
1000, 0550
1000, 0551
1000, 0552
1000, 0553
1000, 0554
1000, 0555
1000, 0556
1000, 0557
1000, 0558
1000, 0559
1000, 0560
1000, 0561
1000, 0562
1000, 0563
1000, 0564
1000, 0565
1000, 0566
1000, 0567
1000, 0568
1000, 0569
1000, 0570
1000, 0571
1000, 0572
1000, 0573
1000, 0574
1000, 0575
1000, 0576
1000, 0577
1000, 0578
1000, 0579
1000, 0580
1000, 0581
